Ticker,MICROSOFT CORPORATION (XNAS:MSFT),"Microsoft Corporation is a technology company. The Company develops and supports software, services, devices, and solutions. The Company’s segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment consists of products and services in its portfolio of productivity, communication, and information services. This segment primarily comprises: Office Commercial, Office Consumer, LinkedIn, and Dynamics business solutions. The Intelligent Cloud segment consists of server products and cloud services, including Azure and other cloud services, SQL Server, Windows Server, Visual Studio, System Center, and related Client Access Licenses (CALs), and Nuance and GitHub; and Enterprise Services, including enterprise support services, industry solutions and Nuance professional services. The More Personal Computing segment primarily comprises Windows, Devices, Gaming, and search and news advertising.",MICROSOFT CORPORATION,,,,,,,,,,,
End Date,27/02/2026,,Variance log-returns (daily),0.000287076,,T,1,,u,1.088777,,,,
Lookback,10,,StDev log-returns (daily),0.016943329,,N time steps,10,,d,0.918462,,,,
Start Date,01/03/2016,,No. of obs.,252,,dt,0.1,,r,0.038,,,,
Frequency,0,,StDev (annualized),0.268967007,,,,,q,0.501103,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Closing price,Log-returns,,,,,,,,,,,,
15/11/2023, $369.67 ,-0.001621753,,,,,,,,,,,,
16/11/2023, $376.17 ,0.017430453,,,,,,,,,,,,
17/11/2023, $369.85 ,-0.016943651,,,,,,,,,,,,
20/11/2023, $377.44 ,0.020314098,,,,,,,,,,,,
21/11/2023, $373.07 ,-0.011645546,,,,,,,,,,,,
22/11/2023, $377.85 ,0.012731222,,,,,,,,,,,,
24/11/2023, $377.43 ,-0.00111217,,,,,,,,,,,,
27/11/2023, $378.61 ,0.00312153,,,,,,,,,,,,
28/11/2023, $382.70 ,0.010744741,,,,,,,,,,,,
29/11/2023, $378.85 ,-0.010111044,,,,,,,,,,,,
30/11/2023, $378.91 ,0.000158361,,,,,,,,,,,,
01/12/2023, $374.51 ,-0.011680205,,,,,,,,,,,,
04/12/2023, $369.14 ,-0.014442529,,,,,,,,,,,,
05/12/2023, $372.52 ,0.009114752,,,,,,,,,,,,
06/12/2023, $368.80 ,-0.010036236,,,,,,,,,,,,
07/12/2023, $370.95 ,0.005812791,,,,,,,,,,,,
08/12/2023, $374.23 ,0.008803299,,,,,,,,,,,,
11/12/2023, $371.30 ,-0.00786022,,,,,,,,,,,,
12/12/2023, $374.38 ,0.008260963,,,,,,,,,,,,
13/12/2023, $374.37 ,-2.67112E-05,,,,,,,,,,,,
14/12/2023, $365.93 ,-0.022802555,,,,,,,,,,,,
15/12/2023, $370.73 ,0.013031977,,,,,,,,,,,,
18/12/2023, $372.65 ,0.005165606,,,,,,,,,,,,
19/12/2023, $373.26 ,0.001635586,,,,,,,,,,,,
20/12/2023, $370.62 ,-0.007097949,,,,,,,,,,,,
21/12/2023, $373.54 ,0.007847815,,,,,,,,,,,,
22/12/2023, $374.58 ,0.002780304,,,,,,,,,,,,
26/12/2023, $374.66 ,0.00021355,,,,,,,,,,,,
27/12/2023, $374.07 ,-0.001576002,,,,,,,,,,,,
28/12/2023, $375.28 ,0.003229468,,,,,,,,,,,,
29/12/2023, $376.04 ,0.002023107,,,,,,,,,,,,
02/01/2024, $370.87 ,-0.013843924,,,,,,,,,,,,
03/01/2024, $370.60 ,-0.000728283,,,,,,,,,,,,
04/01/2024, $367.94 ,-0.007203432,,,,,,,,,,,,
05/01/2024, $367.75 ,-0.000516522,,,,,,,,,,,,
08/01/2024, $374.69 ,0.018695658,,,,,,,,,,,,
09/01/2024, $375.79 ,0.002931459,,,,,,,,,,,,
10/01/2024, $382.77 ,0.01840381,,,,,,,,,,,,
11/01/2024, $384.63 ,0.004847547,,,,,,,,,,,,
12/01/2024, $388.47 ,0.009934114,,,,,,,,,,,,
16/01/2024, $390.27 ,0.004622861,,,,,,,,,,,,
17/01/2024, $389.47 ,-0.002051967,,,,,,,,,,,,
18/01/2024, $393.87 ,0.011234065,,,,,,,,,,,,
19/01/2024, $398.67 ,0.012113101,,,,,,,,,,,,
22/01/2024, $396.51 ,-0.005432746,,,,,,,,,,,,
23/01/2024, $398.90 ,0.006009497,,,,,,,,,,,,
24/01/2024, $402.56 ,0.009133395,,,,,,,,,,,,
25/01/2024, $404.87 ,0.005721874,,,,,,,,,,,,
26/01/2024, $403.93 ,-0.002324432,,,,,,,,,,,,
29/01/2024, $409.72 ,0.014232404,,,,,,,,,,,,
30/01/2024, $408.59 ,-0.002761791,,,,,,,,,,,,
31/01/2024, $397.58 ,-0.027316037,,,,,,,,,,,,
01/02/2024, $403.78 ,0.015474003,,,,,,,,,,,,
02/02/2024, $411.22 ,0.018258176,,,,,,,,,,,,
05/02/2024, $405.65 ,-0.013637632,,,,,,,,,,,,
06/02/2024, $405.49 ,-0.000394507,,,,,,,,,,,,
07/02/2024, $414.05 ,0.020890527,,,,,,,,,,,,
08/02/2024, $414.11 ,0.0001449,,,,,,,,,,,,
09/02/2024, $420.55 ,0.015431739,,,,,,,,,,,,
12/02/2024, $415.26 ,-0.012658548,,,,,,,,,,,,
13/02/2024, $406.32 ,-0.021763804,,,,,,,,,,,,
14/02/2024, $409.49 ,0.007771456,,,,,,,,,,,,
15/02/2024, $406.56 ,-0.007180963,,,,,,,,,,,,
16/02/2024, $404.06 ,-0.006168138,,,,,,,,,,,,
20/02/2024, $402.79 ,-0.003148047,,,,,,,,,,,,
21/02/2024, $402.18 ,-0.001515585,,,,,,,,,,,,
22/02/2024, $411.65 ,0.023273724,,,,,,,,,,,,
23/02/2024, $410.34 ,-0.003187389,,,,,,,,,,,,
26/02/2024, $407.54 ,-0.006846997,,,,,,,,,,,,
27/02/2024, $407.48 ,-0.000147236,,,,,,,,,,,,
28/02/2024, $407.72 ,0.000588813,,,,,,,,,,,,
29/02/2024, $413.64 ,0.014415366,,,,,,,,,,,,
01/03/2024, $415.50 ,0.004486584,,,,,,,,,,,,
04/03/2024, $414.92 ,-0.001396884,,,,,,,,,,,,
05/03/2024, $402.65 ,-0.030018032,,,,,,,,,,,,
06/03/2024, $402.09 ,-0.001391754,,,,,,,,,,,,
07/03/2024, $409.14 ,0.017381452,,,,,,,,,,,,
08/03/2024, $406.22 ,-0.007162511,,,,,,,,,,,,
11/03/2024, $404.52 ,-0.004193706,,,,,,,,,,,,
12/03/2024, $415.28 ,0.026251812,,,,,,,,,,,,
13/03/2024, $415.10 ,-0.000433536,,,,,,,,,,,,
14/03/2024, $425.22 ,0.024087227,,,,,,,,,,,,
15/03/2024, $416.42 ,-0.020912316,,,,,,,,,,,,
18/03/2024, $417.32 ,0.002158947,,,,,,,,,,,,
19/03/2024, $421.41 ,0.009752918,,,,,,,,,,,,
20/03/2024, $425.23 ,0.009023968,,,,,,,,,,,,
21/03/2024, $429.37 ,0.009688819,,,,,,,,,,,,
22/03/2024, $428.74 ,-0.001468343,,,,,,,,,,,,
25/03/2024, $422.86 ,-0.01380952,,,,,,,,,,,,
26/03/2024, $421.65 ,-0.002865569,,,,,,,,,,,,
27/03/2024, $421.43 ,-0.000521896,,,,,,,,,,,,
28/03/2024, $420.72 ,-0.001686161,,,,,,,,,,,,
01/04/2024, $424.57 ,0.009109363,,,,,,,,,,,,
02/04/2024, $421.44 ,-0.007399473,,,,,,,,,,,,
03/04/2024, $420.45 ,-0.002351852,,,,,,,,,,,,
04/04/2024, $417.88 ,-0.006131256,,,,,,,,,,,,
05/04/2024, $425.52 ,0.01811764,,,,,,,,,,,,
08/04/2024, $424.59 ,-0.002187953,,,,,,,,,,,,
09/04/2024, $426.28 ,0.00397241,,,,,,,,,,,,
10/04/2024, $423.26 ,-0.00710976,,,,,,,,,,,,
11/04/2024, $427.93 ,0.010972983,,,,,,,,,,,,
12/04/2024, $421.90 ,-0.014191312,,,,,,,,,,,,
15/04/2024, $413.64 ,-0.019772289,,,,,,,,,,,,
16/04/2024, $414.58 ,0.002269929,,,,,,,,,,,,
17/04/2024, $411.84 ,-0.006631035,,,,,,,,,,,,
18/04/2024, $404.27 ,-0.018551953,,,,,,,,,,,,
19/04/2024, $399.12 ,-0.012820848,,,,,,,,,,,,
22/04/2024, $400.96 ,0.004599548,,,,,,,,,,,,
23/04/2024, $407.57 ,0.016351025,,,,,,,,,,,,
24/04/2024, $409.06 ,0.003649147,,,,,,,,,,,,
25/04/2024, $399.04 ,-0.024800182,,,,,,,,,,,,
26/04/2024, $406.32 ,0.018079364,,,,,,,,,,,,
29/04/2024, $402.25 ,-0.010067241,,,,,,,,,,,,
30/04/2024, $389.33 ,-0.032646473,,,,,,,,,,,,
01/05/2024, $394.94 ,0.014306542,,,,,,,,,,,,
02/05/2024, $397.84 ,0.00731606,,,,,,,,,,,,
03/05/2024, $406.66 ,0.021927541,,,,,,,,,,,,
06/05/2024, $413.54 ,0.016776789,,,,,,,,,,,,
07/05/2024, $409.34 ,-0.010208138,,,,,,,,,,,,
08/05/2024, $410.54 ,0.00292726,,,,,,,,,,,,
09/05/2024, $412.32 ,0.004326381,,,,,,,,,,,,
10/05/2024, $414.74 ,0.005852071,,,,,,,,,,,,
13/05/2024, $413.72 ,-0.002462401,,,,,,,,,,,,
14/05/2024, $416.56 ,0.006841092,,,,,,,,,,,,
15/05/2024, $423.08 ,0.015530778,,,,,,,,,,,,
16/05/2024, $420.99 ,-0.004952206,,,,,,,,,,,,
17/05/2024, $420.21 ,-0.001854494,,,,,,,,,,,,
20/05/2024, $425.34 ,0.012134263,,,,,,,,,,,,
21/05/2024, $429.04 ,0.008661306,,,,,,,,,,,,
22/05/2024, $430.52 ,0.003443626,,,,,,,,,,,,
23/05/2024, $427.00 ,-0.008209767,,,,,,,,,,,,
24/05/2024, $430.16 ,0.007373219,,,,,,,,,,,,
28/05/2024, $430.32 ,0.000371885,,,,,,,,,,,,
29/05/2024, $429.17 ,-0.002676007,,,,,,,,,,,,
30/05/2024, $414.67 ,-0.034370088,,,,,,,,,,,,
31/05/2024, $415.13 ,0.001108701,,,,,,,,,,,,
03/06/2024, $413.52 ,-0.003885843,,,,,,,,,,,,
04/06/2024, $416.07 ,0.006147634,,,,,,,,,,,,
05/06/2024, $424.01 ,0.018903525,,,,,,,,,,,,
06/06/2024, $424.52 ,0.001202079,,,,,,,,,,,,
07/06/2024, $423.85 ,-0.0015795,,,,,,,,,,,,
10/06/2024, $427.87 ,0.009439792,,,,,,,,,,,,
11/06/2024, $432.68 ,0.011179014,,,,,,,,,,,,
12/06/2024, $441.06 ,0.019182496,,,,,,,,,,,,
13/06/2024, $441.58 ,0.001178283,,,,,,,,,,,,
14/06/2024, $442.57 ,0.00223944,,,,,,,,,,,,
17/06/2024, $448.37 ,0.01302014,,,,,,,,,,,,
18/06/2024, $446.34 ,-0.004537791,,,,,,,,,,,,
20/06/2024, $445.70 ,-0.001434913,,,,,,,,,,,,
21/06/2024, $449.78 ,0.009112494,,,,,,,,,,,,
24/06/2024, $447.67 ,-0.00470222,,,,,,,,,,,,
25/06/2024, $450.95 ,0.007300115,,,,,,,,,,,,
26/06/2024, $452.16 ,0.002679631,,,,,,,,,,,,
27/06/2024, $452.85 ,0.001524845,,,,,,,,,,,,
28/06/2024, $446.95 ,-0.013114213,,,,,,,,,,,,
01/07/2024, $456.73 ,0.021645675,,,,,,,,,,,,
02/07/2024, $459.28 ,0.005567639,,,,,,,,,,,,
03/07/2024, $460.77 ,0.003238957,,,,,,,,,,,,
05/07/2024, $467.56 ,0.01462868,,,,,,,,,,,,
08/07/2024, $466.24 ,-0.00282716,,,,,,,,,,,,
09/07/2024, $459.54 ,-0.014474534,,,,,,,,,,,,
10/07/2024, $466.25 ,0.014495982,,,,,,,,,,,,
11/07/2024, $454.70 ,-0.02508411,,,,,,,,,,,,
12/07/2024, $453.55 ,-0.002532344,,,,,,,,,,,,
15/07/2024, $453.96 ,0.000903571,,,,,,,,,,,,
16/07/2024, $449.52 ,-0.009828742,,,,,,,,,,,,
17/07/2024, $443.52 ,-0.01343745,,,,,,,,,,,,
18/07/2024, $440.37 ,-0.007127614,,,,,,,,,,,,
19/07/2024, $437.11 ,-0.007430403,,,,,,,,,,,,
22/07/2024, $442.94 ,0.013249441,,,,,,,,,,,,
23/07/2024, $444.85 ,0.004302826,,,,,,,,,,,,
24/07/2024, $428.90 ,-0.036513355,,,,,,,,,,,,
25/07/2024, $418.40 ,-0.024785879,,,,,,,,,,,,
26/07/2024, $425.27 ,0.016286349,,,,,,,,,,,,
29/07/2024, $426.73 ,0.003427233,,,,,,,,,,,,
30/07/2024, $422.92 ,-0.008968459,,,,,,,,,,,,
31/07/2024, $418.35 ,-0.010864633,,,,,,,,,,,,
01/08/2024, $417.11 ,-0.002968427,,,,,,,,,,,,
02/08/2024, $408.49 ,-0.020882542,,,,,,,,,,,,
05/08/2024, $395.15 ,-0.033201995,,,,,,,,,,,,
06/08/2024, $399.61 ,0.011223632,,,,,,,,,,,,
07/08/2024, $398.43 ,-0.002957247,,,,,,,,,,,,
08/08/2024, $402.69 ,0.010635211,,,,,,,,,,,,
09/08/2024, $406.02 ,0.008235384,,,,,,,,,,,,
12/08/2024, $406.81 ,0.001943827,,,,,,,,,,,,
13/08/2024, $414.01 ,0.017543882,,,,,,,,,,,,
14/08/2024, $416.86 ,0.006860306,,,,,,,,,,,,
15/08/2024, $421.03 ,0.009953656,,,,,,,,,,,,
16/08/2024, $418.47 ,-0.006098887,,,,,,,,,,,,
19/08/2024, $421.53 ,0.007285747,,,,,,,,,,,,
20/08/2024, $424.80 ,0.007727521,,,,,,,,,,,,
21/08/2024, $424.14 ,-0.001554881,,,,,,,,,,,,
22/08/2024, $415.55 ,-0.020460645,,,,,,,,,,,,
23/08/2024, $416.79 ,0.002979554,,,,,,,,,,,,
26/08/2024, $413.49 ,-0.007949167,,,,,,,,,,,,
27/08/2024, $413.84 ,0.000846095,,,,,,,,,,,,
28/08/2024, $410.60 ,-0.007859921,,,,,,,,,,,,
29/08/2024, $413.12 ,0.006118603,,,,,,,,,,,,
30/08/2024, $417.14 ,0.009683789,,,,,,,,,,,,
03/09/2024, $409.44 ,-0.018631524,,,,,,,,,,,,
04/09/2024, $408.90 ,-0.001319745,,,,,,,,,,,,
05/09/2024, $408.39 ,-0.001248027,,,,,,,,,,,,
06/09/2024, $401.70 ,-0.016517059,,,,,,,,,,,,
09/09/2024, $405.72 ,0.009957725,,,,,,,,,,,,
10/09/2024, $414.20 ,0.020685682,,,,,,,,,,,,
11/09/2024, $423.04 ,0.021117788,,,,,,,,,,,,
12/09/2024, $427.00 ,0.009317276,,,,,,,,,,,,
13/09/2024, $430.59 ,0.008372348,,,,,,,,,,,,
16/09/2024, $431.34 ,0.001740281,,,,,,,,,,,,
17/09/2024, $435.15 ,0.008794157,,,,,,,,,,,,
18/09/2024, $430.81 ,-0.010023642,,,,,,,,,,,,
19/09/2024, $438.69 ,0.018125856,,,,,,,,,,,,
20/09/2024, $435.27 ,-0.007826485,,,,,,,,,,,,
23/09/2024, $433.51 ,-0.004051664,,,,,,,,,,,,
24/09/2024, $429.17 ,-0.010061753,,,,,,,,,,,,
25/09/2024, $432.11 ,0.006827075,,,,,,,,,,,,
26/09/2024, $431.31 ,-0.001853096,,,,,,,,,,,,
27/09/2024, $428.02 ,-0.007657166,,,,,,,,,,,,
30/09/2024, $430.30 ,0.005312716,,,,,,,,,,,,
01/10/2024, $420.69 ,-0.022586419,,,,,,,,,,,,
02/10/2024, $417.13 ,-0.008498297,,,,,,,,,,,,
03/10/2024, $416.54 ,-0.001415428,,,,,,,,,,,,
04/10/2024, $416.06 ,-0.001153015,,,,,,,,,,,,
07/10/2024, $409.54 ,-0.015794902,,,,,,,,,,,,
08/10/2024, $414.71 ,0.012544902,,,,,,,,,,,,
09/10/2024, $417.46 ,0.006609251,,,,,,,,,,,,
10/10/2024, $415.84 ,-0.00388816,,,,,,,,,,,,
11/10/2024, $416.32 ,0.001153624,,,,,,,,,,,,
14/10/2024, $419.14 ,0.006750798,,,,,,,,,,,,
15/10/2024, $418.74 ,-0.000954791,,,,,,,,,,,,
16/10/2024, $416.12 ,-0.006276522,,,,,,,,,,,,
17/10/2024, $416.72 ,0.001440853,,,,,,,,,,,,
18/10/2024, $418.16 ,0.003449601,,,,,,,,,,,,
21/10/2024, $418.78 ,0.001481588,,,,,,,,,,,,
22/10/2024, $427.51 ,0.020631958,,,,,,,,,,,,
23/10/2024, $424.60 ,-0.006830131,,,,,,,,,,,,
24/10/2024, $424.73 ,0.000306124,,,,,,,,,,,,
25/10/2024, $428.15 ,0.008019929,,,,,,,,,,,,
28/10/2024, $426.59 ,-0.003650237,,,,,,,,,,,,
29/10/2024, $431.95 ,0.012486476,,,,,,,,,,,,
30/10/2024, $432.53 ,0.001341847,,,,,,,,,,,,
31/10/2024, $406.35 ,-0.062436831,,,,,,,,,,,,
01/11/2024, $410.37 ,0.009844335,,,,,,,,,,,,
04/11/2024, $408.46 ,-0.004665201,,,,,,,,,,,,
05/11/2024, $411.46 ,0.00731782,,,,,,,,,,,,
06/11/2024, $420.18 ,0.020971381,,,,,,,,,,,,
07/11/2024, $425.43 ,0.012417231,,,,,,,,,,,,
08/11/2024, $422.54 ,-0.006816305,,,,,,,,,,,,
11/11/2024, $418.01 ,-0.010778761,,,,,,,,,,,,
12/11/2024, $423.03 ,0.011937743,,,,,,,,,,,,
13/11/2024, $425.20 ,0.005116548,,,,,,,,,,,,
14/11/2024, $426.89 ,0.003966722,,,,,,,,,,,,
15/11/2024, $415.00 ,-0.028247849,,,,,,,,,,,,
18/11/2024, $415.76 ,0.00182965,,,,,,,,,,,,
19/11/2024, $417.79 ,0.004870743,,,,,,,,,,,,
20/11/2024, $415.49 ,-0.005520367,,,,,,,,,,,,
21/11/2024, $412.87 ,-0.006325773,,,,,,,,,,,,
22/11/2024, $417.00 ,0.009953448,,,,,,,,,,,,
25/11/2024, $418.79 ,0.004283379,,,,,,,,,,,,
26/11/2024, $427.99 ,0.02173023,,,,,,,,,,,,
27/11/2024, $422.99 ,-0.011751293,,,,,,,,,,,,
29/11/2024, $423.46 ,0.001110521,,,,,,,,,,,,
02/12/2024, $430.98 ,0.017602627,,,,,,,,,,,,
03/12/2024, $431.20 ,0.000510334,,,,,,,,,,,,
04/12/2024, $437.42 ,0.014321812,,,,,,,,,,,,
05/12/2024, $442.62 ,0.011817782,,,,,,,,,,,,
06/12/2024, $443.57 ,0.002144011,,,,,,,,,,,,
09/12/2024, $446.02 ,0.005508169,,,,,,,,,,,,
10/12/2024, $443.33 ,-0.00604938,,,,,,,,,,,,
11/12/2024, $448.99 ,0.012686202,,,,,,,,,,,,
12/12/2024, $449.56 ,0.001268711,,,,,,,,,,,,
13/12/2024, $447.27 ,-0.005106888,,,,,,,,,,,,
16/12/2024, $451.59 ,0.009612249,,,,,,,,,,,,
17/12/2024, $454.46 ,0.006335212,,,,,,,,,,,,
18/12/2024, $437.39 ,-0.038284655,,,,,,,,,,,,
19/12/2024, $437.03 ,-0.000823403,,,,,,,,,,,,
20/12/2024, $436.60 ,-0.000984399,,,,,,,,,,,,
23/12/2024, $435.25 ,-0.003096865,,,,,,,,,,,,
24/12/2024, $439.33 ,0.00933026,,,,,,,,,,,,
26/12/2024, $438.11 ,-0.002780819,,,,,,,,,,,,
27/12/2024, $430.53 ,-0.017453013,,,,,,,,,,,,
30/12/2024, $424.83 ,-0.013327919,,,,,,,,,,,,
31/12/2024, $421.50 ,-0.007869311,,,,,,,,,,,,
02/01/2025, $418.58 ,-0.006951747,,,,,,,,,,,,
03/01/2025, $423.35 ,0.01133123,,,,,,,,,,,,
06/01/2025, $427.85 ,0.010573407,,,,,,,,,,,,
07/01/2025, $422.37 ,-0.01289096,,,,,,,,,,,,
08/01/2025, $424.56 ,0.005171631,,,,,,,,,,,,
10/01/2025, $418.95 ,-0.013301757,,,,,,,,,,,,
13/01/2025, $417.19 ,-0.004209828,,,,,,,,,,,,
14/01/2025, $415.67 ,-0.003650077,,,,,,,,,,,,
15/01/2025, $426.31 ,0.025275105,,,,,,,,,,,,
16/01/2025, $424.58 ,-0.004066336,,,,,,,,,,,,
17/01/2025, $429.03 ,0.010426402,,,,,,,,,,,,
21/01/2025, $428.50 ,-0.001236109,,,,,,,,,,,,
22/01/2025, $446.20 ,0.040476544,,,,,,,,,,,,
23/01/2025, $446.71 ,0.001142332,,,,,,,,,,,,
24/01/2025, $444.06 ,-0.005949926,,,,,,,,,,,,
27/01/2025, $434.56 ,-0.021625664,,,,,,,,,,,,
28/01/2025, $447.20 ,0.028671897,,,,,,,,,,,,
29/01/2025, $442.33 ,-0.010949712,,,,,,,,,,,,
30/01/2025, $414.99 ,-0.063801786,,,,,,,,,,,,
31/01/2025, $415.06 ,0.000168665,,,,,,,,,,,,
03/02/2025, $410.92 ,-0.01002454,,,,,,,,,,,,
04/02/2025, $412.37 ,0.003522456,,,,,,,,,,,,
05/02/2025, $413.29 ,0.002228521,,,,,,,,,,,,
06/02/2025, $415.82 ,0.006102949,,,,,,,,,,,,
07/02/2025, $409.75 ,-0.014705257,,,,,,,,,,,,
10/02/2025, $412.22 ,0.00600997,,,,,,,,,,,,
11/02/2025, $411.44 ,-0.001893986,,,,,,,,,,,,
12/02/2025, $409.04 ,-0.005850251,,,,,,,,,,,,
13/02/2025, $410.54 ,0.003660416,,,,,,,,,,,,
14/02/2025, $408.43 ,-0.005152825,,,,,,,,,,,,
18/02/2025, $409.64 ,0.002958184,,,,,,,,,,,,
19/02/2025, $414.77 ,0.012445425,,,,,,,,,,,,
20/02/2025, $416.13 ,0.003273562,,,,,,,,,,,,
21/02/2025, $408.21 ,-0.019215964,,,,,,,,,,,,
24/02/2025, $404.00 ,-0.01036687,,,,,,,,,,,,
25/02/2025, $397.90 ,-0.015214161,,,,,,,,,,,,
26/02/2025, $399.73 ,0.004588602,,,,,,,,,,,,
27/02/2025, $392.53 ,-0.018176352,,,,,,,,,,,,
28/02/2025, $396.99 ,0.011298124,,,,,,,,,,,,
03/03/2025, $388.49 ,-0.021643662,,,,,,,,,,,,
04/03/2025, $388.61 ,0.000308841,,,,,,,,,,,,
05/03/2025, $401.02 ,0.031435031,,,,,,,,,,,,
06/03/2025, $396.89 ,-0.010352137,,,,,,,,,,,,
07/03/2025, $393.31 ,-0.009061059,,,,,,,,,,,,
10/03/2025, $380.16 ,-0.034005888,,,,,,,,,,,,
11/03/2025, $380.45 ,0.000762546,,,,,,,,,,,,
12/03/2025, $383.27 ,0.007384939,,,,,,,,,,,,
13/03/2025, $378.77 ,-0.011810541,,,,,,,,,,,,
14/03/2025, $388.56 ,0.025518437,,,,,,,,,,,,
17/03/2025, $388.70 ,0.00036024,,,,,,,,,,,,
18/03/2025, $383.52 ,-0.013416067,,,,,,,,,,,,
19/03/2025, $387.82 ,0.011149544,,,,,,,,,,,,
20/03/2025, $386.84 ,-0.002530144,,,,,,,,,,,,
21/03/2025, $391.26 ,0.01136113,,,,,,,,,,,,
24/03/2025, $393.08 ,0.004640853,,,,,,,,,,,,
25/03/2025, $395.16 ,0.005277593,,,,,,,,,,,,
26/03/2025, $389.97 ,-0.013220933,,,,,,,,,,,,
27/03/2025, $390.58 ,0.001563001,,,,,,,,,,,,
28/03/2025, $378.80 ,-0.030624453,,,,,,,,,,,,
31/03/2025, $375.39 ,-0.009042876,,,,,,,,,,,,
01/04/2025, $382.19 ,0.017952382,,,,,,,,,,,,
02/04/2025, $382.14 ,-0.000130834,,,,,,,,,,,,
03/04/2025, $373.11 ,-0.023913751,,,,,,,,,,,,
04/04/2025, $359.84 ,-0.036213794,,,,,,,,,,,,
07/04/2025, $357.86 ,-0.00551764,,,,,,,,,,,,
08/04/2025, $354.56 ,-0.009264264,,,,,,,,,,,,
09/04/2025, $390.49 ,0.096524777,,,,,,,,,,,,
10/04/2025, $381.35 ,-0.023684772,,,,,,,,,,,,
11/04/2025, $388.45 ,0.018446873,,,,,,,,,,,,
14/04/2025, $387.81 ,-0.001648932,,,,,,,,,,,,
15/04/2025, $385.73 ,-0.005377886,,,,,,,,,,,,
16/04/2025, $371.61 ,-0.037292726,,,,,,,,,,,,
17/04/2025, $367.78 ,-0.010359984,,,,,,,,,,,,
21/04/2025, $359.12 ,-0.023828339,,,,,,,,,,,,
22/04/2025, $366.82 ,0.02121467,,,,,,,,,,,,
23/04/2025, $374.39 ,0.02042677,,,,,,,,,,,,
24/04/2025, $387.30 ,0.033901552,,,,,,,,,,,,
25/04/2025, $391.85 ,0.011679527,,,,,,,,,,,,
28/04/2025, $391.16 ,-0.00176243,,,,,,,,,,,,
29/04/2025, $394.04 ,0.007335744,,,,,,,,,,,,
30/04/2025, $395.26 ,0.003091349,,,,,,,,,,,,
01/05/2025, $425.40 ,0.073486127,,,,,,,,,,,,
02/05/2025, $435.28 ,0.022959599,,,,,,,,,,,,
05/05/2025, $436.17 ,0.002042573,,,,,,,,,,,,
06/05/2025, $433.31 ,-0.006578668,,,,,,,,,,,,
07/05/2025, $433.35 ,9.23084E-05,,,,,,,,,,,,
08/05/2025, $438.17 ,0.011061247,,,,,,,,,,,,
09/05/2025, $438.73 ,0.001277227,,,,,,,,,,,,
12/05/2025, $449.26 ,0.023717595,,,,,,,,,,,,
13/05/2025, $449.14 ,-0.000267142,,,,,,,,,,,,
14/05/2025, $452.94 ,0.008425023,,,,,,,,,,,,
15/05/2025, $453.13 ,0.000419394,,,,,,,,,,,,
16/05/2025, $454.27 ,0.002512675,,,,,,,,,,,,
19/05/2025, $458.87 ,0.010075211,,,,,,,,,,,,
20/05/2025, $458.17 ,-0.001526651,,,,,,,,,,,,
21/05/2025, $452.57 ,-0.012297847,,,,,,,,,,,,
22/05/2025, $454.86 ,0.005047232,,,,,,,,,,,,
23/05/2025, $450.18 ,-0.010342177,,,,,,,,,,,,
27/05/2025, $460.69 ,0.023077863,,,,,,,,,,,,
28/05/2025, $457.36 ,-0.007254539,,,,,,,,,,,,
29/05/2025, $458.68 ,0.002881972,,,,,,,,,,,,
30/05/2025, $460.36 ,0.003655993,,,,,,,,,,,,
02/06/2025, $461.97 ,0.003491162,,,,,,,,,,,,
03/06/2025, $462.97 ,0.002162303,,,,,,,,,,,,
04/06/2025, $463.87 ,0.001942083,,,,,,,,,,,,
05/06/2025, $467.68 ,0.008179961,,,,,,,,,,,,
06/06/2025, $470.38 ,0.005756577,,,,,,,,,,,,
09/06/2025, $472.75 ,0.005025829,,,,,,,,,,,,
10/06/2025, $470.92 ,-0.003878479,,,,,,,,,,,,
11/06/2025, $472.62 ,0.003603455,,,,,,,,,,,,
12/06/2025, $478.87 ,0.013137479,,,,,,,,,,,,
13/06/2025, $474.96 ,-0.008198572,,,,,,,,,,,,
16/06/2025, $479.14 ,0.00876224,,,,,,,,,,,,
17/06/2025, $478.04 ,-0.002298419,,,,,,,,,,,,
18/06/2025, $480.24 ,0.004591568,,,,,,,,,,,,
20/06/2025, $477.40 ,-0.005931265,,,,,,,,,,,,
23/06/2025, $486.00 ,0.01785391,,,,,,,,,,,,
24/06/2025, $490.11 ,0.008421232,,,,,,,,,,,,
25/06/2025, $492.27 ,0.004397491,,,,,,,,,,,,
26/06/2025, $497.45 ,0.010467703,,,,,,,,,,,,
27/06/2025, $495.94 ,-0.003040097,,,,,,,,,,,,
30/06/2025, $497.41 ,0.002959684,,,,,,,,,,,,
01/07/2025, $492.05 ,-0.010834298,,,,,,,,,,,,
02/07/2025, $491.09 ,-0.001952927,,,,,,,,,,,,
03/07/2025, $498.84 ,0.015657993,,,,,,,,,,,,
07/07/2025, $497.72 ,-0.002247733,,,,,,,,,,,,
08/07/2025, $496.62 ,-0.002212524,,,,,,,,,,,,
09/07/2025, $503.51 ,0.013778427,,,,,,,,,,,,
10/07/2025, $501.48 ,-0.004039847,,,,,,,,,,,,
11/07/2025, $503.32 ,0.003662424,,,,,,,,,,,,
